"BACKSPACE_COUNT","CAC","CAR","CAT_R","CCC","CONDITION","CORRECTED_ERROR_RATE","CPS","ERROR_RATE","TEST_ID","INPUT_TIME","IS_LENGTH","KEYSTROKES_PER_CHARACTER","LEVENSHTEIN_DELETION","LEVENSHTEIN_INSERTION","LEVENSHTEIN_SUBSTITUTION","MINIMUM_STRING_DISTANCE","PHRASE_NUMBER","PT","PT_LENGTH","PARTICIPANT_ID","TOTAL_ERROR_RATE","TOTAL_PHRASES","TT","TT_LENGTH","T_CAT","VST","WPM","DATE"
2,2,6.06060606060606,10.704054171369,0,"normal",6.45161290322581,2.43076655959719,0,"y4kzE8Y5RFFNqgOb8aic",11.519,33,1.13793103448276,0,0,0,0,6,"wear a crown with many jewels",29,"42Qb5LyAPE3NXNdu3AAl",6.45161290322581,12,"wear a crown with many jewels",29,1.233,202,29.1691987151662,2022-02-09 11:55:10
1,1,3.7037037037037,8.8209858748919,0,"normal",3.84615384615385,3.45921014701643,4,"y4kzE8Y5RFFNqgOb8aic",6.938,27,1.08,1,0,0,4,11,"the capital of our nation",25,"42Qb5LyAPE3NXNdu3AAl",7.69230769230769,12,"the capital of our nation",26,0.612,233,41.5105217641972,2022-02-09 11:55:10
11,11,21.5686274509804,20.6116334332059,0,"enhanced",27.5,2.89286083273065,0,"3fZGwPAVXinG5GYhdfsA",9.679,51,1.75862068965517,0,0,0,0,3,"i just cannot figure this out",29,"42Qb5LyAPE3NXNdu3AAl",27.5,12,"i just cannot figure this out",29,1.995,780,34.7143299927678,2022-02-09 11:57:11
0,0,0,0,0,"normal",0,5.89159465828751,3.2258064516129,"y4kzE8Y5RFFNqgOb8aic",5.092,31,1,0,1,0,3.125,2,"the algorithm is too complicated",32,"42Qb5LyAPE3NXNdu3AAl",3.125,12,"the agorithm is too complicated",31,0,372,70.6991358994501,2022-02-09 11:55:10
1,1,2.85714285714286,4.35118434603502,0,"off",2.94117647058824,4.11946446961895,0,"HwiunbHozWeOyFavBKp9",7.768,35,1.06060606060606,0,0,0,0,9,"raindrops keep falling on my head",33,"ojX5Z7on5WrrxvLJMqmq",2.94117647058824,12,"raindrops keep falling on my head",33,0.338,168,49.4335736354274,2022-02-09 11:50:50
8,8,15.3846153846154,12.2049662191805,0,"off",19.047619047619,2.89549881547776,0,"HwiunbHozWeOyFavBKp9",11.397,52,1.52941176470588,0,0,0,0,11,"the pen is mightier than the sword",34,"ojX5Z7on5WrrxvLJMqmq",19.047619047619,12,"the pen is mightier than the sword",34,1.391,128,34.7459857857331,2022-02-09 11:50:50
1,1,3.57142857142857,9.44749051033319,0,"off",3.84615384615385,3.37410375369043,0,"HwiunbHozWeOyFavBKp9",7.113,28,1.12,0,0,0,0,4,"the sun rises in the east",25,"ojX5Z7on5WrrxvLJMqmq",3.84615384615385,12,"the sun rises in the east",25,0.672,339,40.4892450442851,2022-02-09 11:50:50
0,0,0,0,0,"off",0,4.5475216007276,0,"HwiunbHozWeOyFavBKp9",6.597,32,1.03225806451613,0,0,0,0,2,"the registration period is over",31,"ojX5Z7on5WrrxvLJMqmq",0,12,"the registration period is over",31,0,160,54.5702592087312,2022-02-09 11:50:50
1,1,4.16666666666667,5.26315789473684,0,"normal",4.34782608695652,1.75997318136105,0,"y4kzE8Y5RFFNqgOb8aic",11.932,24,1.09090909090909,0,0,0,0,8,"yes you are very smart",22,"42Qb5LyAPE3NXNdu3AAl",4.34782608695652,12,"yes you are very smart",22,0.628,197,21.1196781763326,2022-02-09 11:55:10
6,6,13.0434782608696,8.09920983318701,0,"normal",15,1.81079894644425,0,"y4kzE8Y5RFFNqgOb8aic",18.224,46,1.35294117647059,0,0,0,0,7,"motivational seminars make me sick",34,"42Qb5LyAPE3NXNdu3AAl",15,12,"motivational seminars make me sick",34,1.476,239,21.729587357331,2022-02-09 11:55:10
0,0,0,0,0,"normal",0,6.2050947093403,0,"y4kzE8Y5RFFNqgOb8aic",3.062,20,1,0,0,0,0,5,"we drive on parkways",20,"42Qb5LyAPE3NXNdu3AAl",0,12,"we drive on parkways",20,0,100,74.4611365120836,2022-02-09 11:55:10
0,0,0,0,0,"off",0,7.12250712250712,2.77777777777778,"giO2u6i6fVnIxTdEe8RJ",4.914,36,1,1,0,0,2.77777777777778,3,"dolphins leap high out of the water",35,"42Qb5LyAPE3NXNdu3AAl",2.77777777777778,12,"dolphings leap high out of the water",36,0,90,85.4700854700855,2022-02-09 11:59:00
0,0,0,0,0,"enhanced",0,7.9860244571999,0,"3fZGwPAVXinG5GYhdfsA",4.007,33,1,0,0,0,0,8,"everyone wants to win the lottery",33,"42Qb5LyAPE3NXNdu3AAl",0,12,"everyone wants to win the lottery",33,0,113,95.8322934863988,2022-02-09 11:57:11
1,1,2.5,5.15867998482741,0,"enhanced",2.56410256410256,4.6782146921229,0,"3fZGwPAVXinG5GYhdfsA",7.909,40,1.05263157894737,0,0,0,0,5,"insurance is important for bad drivers",38,"42Qb5LyAPE3NXNdu3AAl",2.56410256410256,12,"insurance is important for bad drivers",38,0.408,1142,56.1385763054748,2022-02-09 11:57:11
1,1,3.84615384615385,7.68204854627901,0,"off",4,6.13496932515337,0,"giO2u6i6fVnIxTdEe8RJ",3.749,26,1.08333333333333,0,0,0,0,2,"i want to hold your hand",24,"42Qb5LyAPE3NXNdu3AAl",4,12,"i want to hold your hand",24,0.288,92,73.6196319018405,2022-02-09 11:59:00
5,5,13.5135135135135,24.3844492440605,0,"enhanced",15.625,5.61555075593953,0,"3fZGwPAVXinG5GYhdfsA",4.63,37,1.37037037037037,0,0,0,0,11,"sit at the front of the bus",27,"42Qb5LyAPE3NXNdu3AAl",15.625,12,"sit at the front of the bus",27,1.129,128,67.3866090712743,2022-02-09 11:57:11
9,9,18.3673469387755,30.5702217529039,0,"enhanced",22.5,3.95987328405491,3.2258064516129,"3fZGwPAVXinG5GYhdfsA",7.576,49,1.58064516129032,1,0,0,3.2258064516129,10,"a touchdown in the last minute",30,"42Qb5LyAPE3NXNdu3AAl",25,12,"a touchdown in the lasdt minute",31,2.316,548,47.5184794086589,2022-02-09 11:57:11
4,4,12.9032258064516,19.5133702722236,0,"enhanced",14.8148148148148,5.29992772825825,0,"3fZGwPAVXinG5GYhdfsA",4.151,31,1.34782608695652,0,0,0,0,9,"we missed your birthday",23,"42Qb5LyAPE3NXNdu3AAl",14.8148148148148,12,"we missed your birthday",23,0.81,293,63.599132739099,2022-02-09 11:57:11
1,1,3.44827586206897,9.32636331234407,0,"off",3.57142857142857,3.08898657478912,0,"rLX6AJbFcEp8qiBji6xY",8.417,29,1.07407407407407,0,0,0,0,7,"the library is closed today",27,"hYt8RzR12FUutgCgq7Ou",3.57142857142857,12,"the library is closed today",27,0.785,270,37.0678388974694,2022-02-09 12:04:52
0,0,0,0,0,"off",0,3.61965752471112,3.7037037037037,"rLX6AJbFcEp8qiBji6xY",7.183,27,1,1,0,0,3.7037037037037,5,"olympic athletes use drugs",26,"hYt8RzR12FUutgCgq7Ou",3.7037037037037,12,"olympic atheletes use drugs",27,0,401,43.4358902965335,2022-02-09 12:04:52
0,0,0,0,0,"off",0,3.24607329842932,3.125,"rLX6AJbFcEp8qiBji6xY",9.55,32,1,0,0,1,3.125,4,"put garbage in an abandoned mine",32,"hYt8RzR12FUutgCgq7Ou",3.125,12,"put garbage in an abondoned mine",32,0,367,38.9528795811518,2022-02-09 12:04:52
0,0,0,0,0,"off",0,7.23763570566948,8.10810810810811,"giO2u6i6fVnIxTdEe8RJ",4.974,37,1,1,2,0,7.89473684210526,11,"important news always seems to be late",38,"42Qb5LyAPE3NXNdu3AAl",7.89473684210526,12,"improtant news always seem to be late",37,0,116,86.8516284680338,2022-02-09 11:59:00
5,5,16.6666666666667,24.5913092077686,0,"off",20,2.65474360765684,5,"rLX6AJbFcEp8qiBji6xY",7.157,30,1.5,1,0,0,5,3,"life is but a dream",19,"hYt8RzR12FUutgCgq7Ou",24,12,"lifen is but a dream",20,1.76,307,31.8569232918821,2022-02-09 12:04:52
3,3,7.31707317073171,23.9687364307425,0,"off",7.89473684210526,4.92111738312346,2.85714285714286,"giO2u6i6fVnIxTdEe8RJ",6.909,41,1.17142857142857,1,0,0,2.85714285714286,10,"tell a lie and your nose will grow",34,"42Qb5LyAPE3NXNdu3AAl",10.5263157894737,12,"tell a lie and your nose will grow#",35,1.656,8,59.0534085974815,2022-02-09 11:59:00
2,2,7.40740740740741,23.0846520974629,0,"off",8,2.76312484300427,0,"rLX6AJbFcEp8qiBji6xY",7.962,27,1.17391304347826,0,0,0,0,1,"do not worry about this",23,"hYt8RzR12FUutgCgq7Ou",8,12,"do not worry about this",23,1.838,977,33.1574981160512,2022-02-09 12:04:52
3,3,8.82352941176471,10.179257362356,0,"off",9.67741935483871,4.3213828425096,0,"giO2u6i6fVnIxTdEe8RJ",6.248,34,1.21428571428571,0,0,0,0,9,"three two one zero blast off",28,"42Qb5LyAPE3NXNdu3AAl",9.67741935483871,12,"three two one zero blast off",28,0.636,62,51.8565941101152,2022-02-09 11:59:00
2,2,5.71428571428571,8.55761143818335,0,"enhanced",6.06060606060606,6.30782169890664,0,"3fZGwPAVXinG5GYhdfsA",4.756,35,1.12903225806452,0,0,0,0,7,"not quite so smart as you think",31,"42Qb5LyAPE3NXNdu3AAl",6.06060606060606,12,"not quite so smart as you think",31,0.407,324,75.6938603868797,2022-02-09 11:57:11
4,4,12.9032258064516,22.4383368569415,0,"off",14.8148148148148,3.10077519379845,4.34782608695652,"rLX6AJbFcEp8qiBji6xY",7.095,31,1.34782608695652,0,0,1,4.34782608695652,6,"he is still on our team",23,"hYt8RzR12FUutgCgq7Ou",18.5185185185185,12,"he is still in our team",23,1.592,841,37.2093023255814,2022-02-09 12:04:52
6,6,13.6363636363636,15.8447106900715,0,"enhanced",15.7894736842105,2.87916782762144,6.25,"3fZGwPAVXinG5GYhdfsA",10.767,44,1.375,0,0,2,6.25,6,"watch out for low flying objects",32,"42Qb5LyAPE3NXNdu3AAl",21.0526315789474,12,"wstch out for low flying objedts",32,1.706,118,34.5500139314572,2022-02-09 11:57:11
6,6,12.2448979591837,16.3659628918746,0,"off",13.953488372093,4.60652591170825,0,"giO2u6i6fVnIxTdEe8RJ",7.815,49,1.32432432432432,0,0,0,0,7,"the chamber makes important decisions",37,"42Qb5LyAPE3NXNdu3AAl",13.953488372093,12,"the chamber makes important decisions",37,1.279,126,55.278310940499,2022-02-09 11:59:00
9,9,21.4285714285714,35.969465648855,0,"off",27.2727272727273,3.51145038167939,0,"giO2u6i6fVnIxTdEe8RJ",6.55,42,1.75,0,0,0,0,4,"the children are playing",24,"42Qb5LyAPE3NXNdu3AAl",27.2727272727273,12,"the children are playing",24,2.356,115,42.1374045801527,2022-02-09 11:59:00
4,4,10,20.1516934745652,0,"off",11.1111111111111,4.05387733751798,0,"giO2u6i6fVnIxTdEe8RJ",7.647,40,1.25,0,0,0,0,8,"this phenomenon will never occur",32,"42Qb5LyAPE3NXNdu3AAl",11.1111111111111,12,"this phenomenon will never occur",32,1.541,187,48.6465280502158,2022-02-09 11:59:00
1,1,2.4390243902439,8.75751503006012,0,"off",2.5,7.61523046092184,0,"giO2u6i6fVnIxTdEe8RJ",4.99,41,1.05128205128205,0,0,0,0,1,"safe to walk the streets in the evening",39,"42Qb5LyAPE3NXNdu3AAl",2.5,12,"safe to walk the streets in the evening",39,0.437,110,91.3827655310621,2022-02-09 11:59:00
0,0,0,0,0,"off",0,7.84313725490196,5.88235294117647,"giO2u6i6fVnIxTdEe8RJ",2.04,17,1,1,0,0,5.88235294117647,6,"i agree with you",16,"42Qb5LyAPE3NXNdu3AAl",5.88235294117647,12,"i agrree with you",17,0,670,94.1176470588235,2022-02-09 11:59:00
1,1,3.44827586206897,6.03448275862069,0,"off",3.57142857142857,6.79205851619645,3.7037037037037,"giO2u6i6fVnIxTdEe8RJ",3.828,29,1.07407407407407,1,0,0,3.7037037037037,5,"fall is my favorite season",26,"42Qb5LyAPE3NXNdu3AAl",7.14285714285714,12,"fall is mny favorite season",27,0.231,138,81.5047021943574,2022-02-09 11:59:00
0,0,0,0,0,"off",0,4.02530189764232,0,"rLX6AJbFcEp8qiBji6xY",6.956,29,1,0,0,0,0,8,"listen to five hours of opera",29,"hYt8RzR12FUutgCgq7Ou",0,12,"listen to five hours of opera",29,0,365,48.3036227717079,2022-02-09 12:04:52
8,8,18.1818181818182,22.9722658294087,0,"off",21.6216216216216,2.35478806907378,3.57142857142857,"rLX6AJbFcEp8qiBji6xY",11.466,44,1.57142857142857,0,1,0,3.44827586206897,2,"we are subjects and must obey",29,"hYt8RzR12FUutgCgq7Ou",24.3243243243243,12,"we are subjcts and must obey",28,2.634,556,28.2574568288854,2022-02-09 12:04:52
0,0,0,0,0,"enhanced",0,7.09740577581987,3.33333333333333,"3fZGwPAVXinG5GYhdfsA",4.086,30,1,0,0,1,3.33333333333333,4,"a touchdown in the last minute",30,"42Qb5LyAPE3NXNdu3AAl",3.33333333333333,12,"a touchdown in the last minure",30,0,81,85.1688693098385,2022-02-09 11:57:11
3,3,9.09090909090909,11.9276825545903,0,"normal",9.375,3.05235970885184,7.40740740740741,"BBPavurPIj223Tx19rRu",8.518,33,1.22222222222222,0,2,0,6.89655172413793,4,"movie about a nutty professor",29,"hYt8RzR12FUutgCgq7Ou",15.625,12,"movie about nutty professor",27,1.016,449,36.6283165062221,2022-02-09 12:07:02
0,0,0,0,0,"normal",0,3.69058163566578,0,"BBPavurPIj223Tx19rRu",6.774,26,1,0,0,0,0,5,"one of the poorest nations",26,"hYt8RzR12FUutgCgq7Ou",0,12,"one of the poorest nations",26,0,429,44.2869796279894,2022-02-09 12:07:02
2,2,5.12820512820513,11.5817740817741,0,"normal",5.40540540540541,2.94525294525295,0,"BBPavurPIj223Tx19rRu",11.544,39,1.11428571428571,0,0,0,0,6,"what a monkey sees a monkey will do",35,"hYt8RzR12FUutgCgq7Ou",5.40540540540541,12,"what a monkey sees a monkey will do",35,1.337,400,35.3430353430353,2022-02-09 12:07:02
4,4,9.52380952380952,12.0490695498493,0,"normal",10.5263157894737,3.43071005302006,0,"BBPavurPIj223Tx19rRu",9.619,42,1.23529411764706,0,0,0,0,7,"careless driving results in a fine",34,"hYt8RzR12FUutgCgq7Ou",10.5263157894737,12,"careless driving results in a fine",34,1.159,391,41.1685206362408,2022-02-09 12:07:02
0,0,0,0,0,"normal",0,5.01694915254237,0,"BBPavurPIj223Tx19rRu",7.375,38,1,0,0,0,0,3,"construction makes traveling difficult",38,"hYt8RzR12FUutgCgq7Ou",0,12,"construction makes traveling difficult",38,0,393,60.2033898305085,2022-02-09 12:07:02
0,0,0,0,0,"normal",0,4.56389452332657,0,"BBPavurPIj223Tx19rRu",3.944,19,1,0,0,0,0,2,"have a good weekend",19,"hYt8RzR12FUutgCgq7Ou",0,12,"have a good weekend",19,0,420,54.7667342799189,2022-02-09 12:07:02
2,2,5.55555555555556,10.9367928797707,0,"enhanced",6.06060606060606,4.52556946749133,3.2258064516129,"4UwnFZtJQLzZQ7Dt3tvK",6.629,36,1.16129032258065,1,0,0,3.2258064516129,10,"a glance in the right direction",31,"hYt8RzR12FUutgCgq7Ou",9.09090909090909,12,"a glance in  the right direction",32,0.725,514,54.3068336098959,2022-02-09 12:09:07
1,1,3.2258064516129,6.99443016281063,0,"normal",3.33333333333333,2.99914310197087,0,"BBPavurPIj223Tx19rRu",9.336,31,1.06896551724138,0,0,0,0,1,"a duck quacks to ask for food",29,"hYt8RzR12FUutgCgq7Ou",3.33333333333333,12,"a duck quacks to ask for food",29,0.653,326,35.9897172236504,2022-02-09 12:07:02
5,5,10.8695652173913,8.74087408740874,0,"enhanced",12.1951219512195,3.5003500350035,0,"4UwnFZtJQLzZQ7Dt3tvK",9.999,46,1.27777777777778,0,0,0,0,9,"weeping willows are found near water",36,"hYt8RzR12FUutgCgq7Ou",12.1951219512195,12,"weeping willows are found near water",36,0.874,347,42.004200420042,2022-02-09 12:09:07
3,3,9.09090909090909,24.8711656441718,0,"enhanced",10,3.19018404907975,0,"4UwnFZtJQLzZQ7Dt3tvK",8.15,33,1.22222222222222,0,0,0,0,4,"he was wearing a sweatshirt",27,"hYt8RzR12FUutgCgq7Ou",10,12,"he was wearing a sweatshirt",27,2.027,554,38.2822085889571,2022-02-09 12:09:07
3,3,9.67741935483871,15.3864005569738,0,"enhanced",10.7142857142857,2.78486887909028,0,"4UwnFZtJQLzZQ7Dt3tvK",8.618,31,1.24,0,0,0,0,3,"the fax machine is broken",25,"hYt8RzR12FUutgCgq7Ou",10.7142857142857,12,"the fax machine is broken",25,1.326,416,33.4184265490833,2022-02-09 12:09:07
0,0,0,0,0,"off",0,4.18410041841004,3.03030303030303,"rLX6AJbFcEp8qiBji6xY",7.648,33,1,0,1,0,2.94117647058824,11,"tell a lie and your nose will grow",34,"hYt8RzR12FUutgCgq7Ou",2.94117647058824,12,"tell alie and your nose will grow",33,0,352,50.2092050209205,2022-02-09 12:04:52
0,0,0,0,0,"enhanced",0,4.27864687792486,6.06060606060606,"4UwnFZtJQLzZQ7Dt3tvK",7.479,33,1,2,0,0,6.06060606060606,5,"your presentation was inspiring",31,"hYt8RzR12FUutgCgq7Ou",6.06060606060606,12,"your presentation wasw inspriring",33,0,968,51.3437625350983,2022-02-09 12:09:07
0,0,0,0,0,"normal",0,4.36946231338755,2.7027027027027,"BBPavurPIj223Tx19rRu",8.239,37,1,1,0,0,2.7027027027027,10,"a thoroughly disgusting thing to say",36,"hYt8RzR12FUutgCgq7Ou",2.7027027027027,12,"a thouroughly disgusting thing to say",37,0,215,52.4335477606506,2022-02-09 12:07:02
0,0,0,0,0,"enhanced",0,4.09137401977497,0,"4UwnFZtJQLzZQ7Dt3tvK",5.866,25,1,0,0,0,0,2,"the kids are very excited",25,"hYt8RzR12FUutgCgq7Ou",0,12,"the kids are very excited",25,0,370,49.0964882372997,2022-02-09 12:09:07
0,0,0,0,0,"enhanced",0,3.67851967450674,0,"4UwnFZtJQLzZQ7Dt3tvK",8.971,34,1,0,0,0,0,6,"the cat has a pleasant temperament",34,"hYt8RzR12FUutgCgq7Ou",0,12,"the cat has a pleasant temperament",34,0,419,44.1422360940809,2022-02-09 12:09:07
4,4,9.52380952380952,11.7893095136821,0,"enhanced",10.8108108108108,2.26853821069049,42.4242424242424,"4UwnFZtJQLzZQ7Dt3tvK",14.106,42,1.27272727272727,0,10,4,42.4242424242424,7,"never too rich and never too thin",33,"hYt8RzR12FUutgCgq7Ou",48.6486486486487,12,"never too rich aND NEVER TOO THIN",33,1.663,152,27.2224585282858,2022-02-09 12:09:07
7,7,15.5555555555556,16.7793353732299,0,"enhanced",20.5882352941176,1.77897957731445,7.69230769230769,"4UwnFZtJQLzZQ7Dt3tvK",14.053,45,1.73076923076923,0,1,1,7.40740740740741,8,"do you prefer a window seat",27,"hYt8RzR12FUutgCgq7Ou",26.4705882352941,12,"d0 you prefer a window set",26,2.358,458,21.3477549277734,2022-02-09 12:09:07
0,0,0,0,0,"normal",0,4.64239083127811,3.03030303030303,"BBPavurPIj223Tx19rRu",6.893,33,1,0,1,0,2.94117647058824,9,"stiff penalty for staying out late",34,"hYt8RzR12FUutgCgq7Ou",2.94117647058824,12,"stiff penlty for staying out late",33,0,319,55.7086899753373,2022-02-09 12:07:02
10,10,19.2307692307692,15.2373022481266,0,"enhanced",23.8095238095238,2.15098529003608,0,"4UwnFZtJQLzZQ7Dt3tvK",14.412,52,1.625,0,0,0,0,11,"this equation is too complicated",32,"hYt8RzR12FUutgCgq7Ou",23.8095238095238,12,"this equation is too complicated",32,2.196,573,25.811823480433,2022-02-09 12:09:07
20,22,25.8823529411765,42.6641233508186,2,"normal",32.7868852459016,1.58957240502305,0,"msW5eoJYJSrb26wnWM2s",25.164,85,2.07317073170732,0,0,0,0,1,"nothing finer than discovering a treasure",41,"Geh7YCJgogwkQEr2DV4k",32.7868852459016,12,"nothing finer than discovering a treasure",41,10.736,489,19.0748688602766,2022-02-09 12:15:34
0,0,0,0,0,"normal",0,4.27663734115347,0,"BBPavurPIj223Tx19rRu",8.184,36,1,0,0,0,0,8,"weeping willows are found near water",36,"hYt8RzR12FUutgCgq7Ou",0,12,"weeping willows are found near water",36,0,218,51.3196480938416,2022-02-09 12:07:02
0,0,0,0,0,"enhanced",0,3.13684485688145,0,"4UwnFZtJQLzZQ7Dt3tvK",7.651,25,1,0,0,0,0,1,"the location of the crime",25,"hYt8RzR12FUutgCgq7Ou",0,12,"the location of the crime",25,0,151,37.6421382825774,2022-02-09 12:09:07
3,3,8.82352941176471,19.0127782357791,0,"normal",9.67741935483871,2.78235779060181,0,"BBPavurPIj223Tx19rRu",9.704,34,1.21428571428571,0,0,0,0,11,"earth quakes are predictable",28,"hYt8RzR12FUutgCgq7Ou",9.67741935483871,12,"earth quakes are predictable",28,1.845,519,33.3882934872218,2022-02-09 12:07:02
2,5,13.8888888888889,64.476234425473,3,"off",6.45161290322581,2.58421781264421,0,"rLX6AJbFcEp8qiBji6xY",10.835,36,1.24137931034483,0,0,0,0,10,"the water was monitored daily",29,"hYt8RzR12FUutgCgq7Ou",6.45161290322581,12,"the water was monitored daily",29,6.986,337,31.0106137517305,2022-02-09 12:04:52
2,2,5.88235294117647,15.7378795950986,0,"off",6.25,3.09003729355354,0,"rLX6AJbFcEp8qiBji6xY",9.385,34,1.13333333333333,0,0,0,0,9,"jumping right out of the water",30,"hYt8RzR12FUutgCgq7Ou",6.25,12,"jumping right out of the water",30,1.477,818,37.0804475226425,2022-02-09 12:04:52
0,0,0,0,0,"normal",0,5.21778584392014,4.16666666666667,"msW5eoJYJSrb26wnWM2s",4.408,24,1,0,1,0,4,6,"february has an extra day",25,"Geh7YCJgogwkQEr2DV4k",4,12,"february has a extra day",24,0,150,62.6134301270417,2022-02-09 12:15:34
1,1,3.33333333333333,6.50047938638543,0,"normal",3.44827586206897,5.17737296260786,0,"msW5eoJYJSrb26wnWM2s",5.215,30,1.07142857142857,0,0,0,0,10,"i do not care if you do that",28,"Geh7YCJgogwkQEr2DV4k",3.44827586206897,12,"i do not care if you do that",28,0.339,265,62.1284755512943,2022-02-09 12:15:34
2,2,5.26315789473684,13.7575693190269,0,"normal",5.55555555555556,3.50578986508021,0,"msW5eoJYJSrb26wnWM2s",9.413,38,1.11764705882353,0,0,0,0,5,"the cat has a pleasant temperament",34,"Geh7YCJgogwkQEr2DV4k",5.55555555555556,12,"the cat has a pleasant temperament",34,1.295,205,42.0694783809625,2022-02-09 12:15:34
1,1,2.94117647058824,6.93593775864923,0,"normal",3.03030303030303,5.13160072835623,0,"msW5eoJYJSrb26wnWM2s",6.041,34,1.0625,0,0,0,0,9,"good at addition and subtraction",32,"Geh7YCJgogwkQEr2DV4k",3.03030303030303,12,"good at addition and subtraction",32,0.419,243,61.5792087402748,2022-02-09 12:15:34
7,7,15.2173913043478,22.0135428644436,0,"normal",17.9487179487179,3.96064903539032,0,"msW5eoJYJSrb26wnWM2s",7.827,46,1.4375,0,0,0,0,7,"put garbage in an abandoned mine",32,"Geh7YCJgogwkQEr2DV4k",17.9487179487179,12,"put garbage in an abandoned mine",32,1.723,155,47.5277884246838,2022-02-09 12:15:34
0,0,0,0,0,"normal",0,5.59075661572866,0,"msW5eoJYJSrb26wnWM2s",5.366,31,1,0,0,0,0,11,"an excellent way to communicate",31,"Geh7YCJgogwkQEr2DV4k",0,12,"an excellent way to communicate",31,0,143,67.089079388744,2022-02-09 12:15:34
6,6,16.2162162162162,18.1326116373478,0,"normal",19.3548387096774,3.24763193504736,0,"msW5eoJYJSrb26wnWM2s",7.39,37,1.48,0,0,0,0,3,"the location of the crime",25,"Geh7YCJgogwkQEr2DV4k",19.3548387096774,12,"the location of the crime",25,1.34,203,38.9715832205683,2022-02-09 12:15:34
5,5,12.8205128205128,22.8184713375796,0,"normal",14.7058823529412,4.45859872611465,0,"msW5eoJYJSrb26wnWM2s",6.28,39,1.3448275862069,0,0,0,0,8,"faster than a speeding bullet",29,"Geh7YCJgogwkQEr2DV4k",14.7058823529412,12,"faster than a speeding bullet",29,1.433,193,53.5031847133758,2022-02-09 12:15:34
0,0,0,0,0,"normal",0,5.84083718666342,0,"msW5eoJYJSrb26wnWM2s",4.109,25,1,0,0,0,0,4,"this person is a disaster",25,"Geh7YCJgogwkQEr2DV4k",0,12,"this person is a disaster",25,0,459,70.0900462399611,2022-02-09 12:15:34
0,0,0,0,0,"off",0,5.87851077726976,0,"Bv9o3Tcs6Km4xRbutU2P",3.062,19,1,0,0,0,0,1,"take a coffee break",19,"Geh7YCJgogwkQEr2DV4k",0,12,"take a coffee break",19,0,167,70.5421293272371,2022-02-09 12:17:25
5,5,14.7058823529412,30.8254442783591,0,"off",17.2413793103448,3.81996346121907,0,"Bv9o3Tcs6Km4xRbutU2P",6.021,34,1.41666666666667,0,0,0,0,2,"canada has ten provinces",24,"Geh7YCJgogwkQEr2DV4k",17.2413793103448,12,"canada has ten provinces",24,1.856,129,45.8395615346288,2022-02-09 12:17:25
3,3,7.69230769230769,15.3303964757709,0,"off",8.10810810810811,4.69897209985316,3.03030303030303,"Bv9o3Tcs6Km4xRbutU2P",6.81,39,1.18181818181818,0,1,0,2.94117647058824,10,"i like baroque and classical music",34,"Geh7YCJgogwkQEr2DV4k",10.8108108108108,12,"i like baroque and clssical music",33,1.044,167,56.3876651982379,2022-02-09 12:17:25
1,1,3.57142857142857,13.2217213994419,0,"enhanced",3.7037037037037,5.36595836016313,0,"5fqWVFhDoN1FLebwhIH5",4.659,28,1.07692307692308,0,0,0,0,4,"where can my little dog be",26,"Geh7YCJgogwkQEr2DV4k",3.7037037037037,12,"where can my little dog be",26,0.616,128,64.3915003219575,2022-02-09 12:18:47
0,0,0,0,0,"enhanced",0,5.93395252837977,12.5,"5fqWVFhDoN1FLebwhIH5",3.876,24,1,0,3,0,11.1111111111111,5,"a yard is almost as a meter",27,"Geh7YCJgogwkQEr2DV4k",11.1111111111111,12,"a yard is almost a meter",24,0,93,71.2074303405573,2022-02-09 12:18:47
0,0,0,0,0,"off",0,6.30761766132945,0,"Bv9o3Tcs6Km4xRbutU2P",4.122,27,1,0,0,0,0,4,"he was wearing a sweatshirt",27,"Geh7YCJgogwkQEr2DV4k",0,12,"he was wearing a sweatshirt",27,0,323,75.6914119359534,2022-02-09 12:17:25
0,0,0,0,0,"enhanced",0,6.99912510936133,0,"5fqWVFhDoN1FLebwhIH5",3.429,25,1,0,0,0,0,7,"want to join us for lunch",25,"Geh7YCJgogwkQEr2DV4k",0,12,"want to join us for lunch",25,0,177,83.989501312336,2022-02-09 12:18:47
1,1,3.03030303030303,7.38409901405496,0,"enhanced",3.125,6.29326620516048,0,"5fqWVFhDoN1FLebwhIH5",4.767,33,1.06451612903226,0,0,0,0,6,"prepare for the exam in advance",31,"Geh7YCJgogwkQEr2DV4k",3.125,12,"prepare for the exam in advance",31,0.352,167,75.5191944619257,2022-02-09 12:18:47
5,5,13.8888888888889,19.7292454708342,0,"off",16.1290322580645,4.97710531554848,0,"Bv9o3Tcs6Km4xRbutU2P",5.023,36,1.38461538461538,0,0,0,0,5,"well connected with people",26,"Geh7YCJgogwkQEr2DV4k",16.1290322580645,12,"well connected with people",26,0.991,147,59.7252637865817,2022-02-09 12:17:25
0,0,0,0,0,"off",0,6.47332988089073,3.84615384615385,"Bv9o3Tcs6Km4xRbutU2P",3.862,26,1,1,0,0,3.84615384615385,9,"this person is a disaster",25,"Geh7YCJgogwkQEr2DV4k",3.84615384615385,12,"this person is a disaster+",26,0,241,77.6799585706888,2022-02-09 12:17:25
